C,num_steps,Accuracy,F1_Score,Train_Time_s
50,750,0.7435897435897436,0.7222222222222222,0.09483051300048828
50,1000,0.7435897435897436,0.7222222222222222,0.1391746997833252
50,1250,0.7435897435897436,0.7222222222222222,0.17428231239318848
50,1500,0.7435897435897436,0.7222222222222222,0.2056870460510254
50,1750,0.7435897435897436,0.7222222222222222,0.23678016662597656
50,250,0.6923076923076923,0.6842105263157895,0.03767275810241699
50,500,0.6923076923076923,0.6666666666666666,0.0529789924621582
